# AIRGLOW LINE LIST
# based on
# - Hanuschik (2003) and Cosby et al. (2006) UVES line atlas
#   for optical non-OH lines and OH lines with delta v >= 4
#   (scaled to mean intensities of the Patat (2008) FORS1 data set)
# - OH calculations of Rousselot et al. (2000)
#   for Einstein coefficients of Goldman et al. (1998) instead of Mies (1974)
#   (scaled to the measured OH intensities in the optical)
# - O2 bands at 1.27 and 1.58 mum from the HITRAN database for 200 K
#   (scaled to match mean O2/OH band flux ratios of an XSHOOTER NIR data set)
# Different variability classes are indicated:
# 1: OI5577, 2: NaID, 3: OIred, 4: OH, 5: O2
# Wavelength (vac) [mum]  Flux [phot/sm2as2]  Type
0.800727   0.0025  4                                                            
0.800790   0.0030  4                                                            
0.801044   0.0038  5                                                            
0.801285   0.0046  5                                                            
0.801420   0.0062  5                                                            
0.801627   0.3370  4                                                            
0.801695   0.0109  5                                                            
0.801825   0.0095  5                                                            
0.802132   0.0088  5                                                            
0.802225   0.0262  4                                                            
0.802260   0.0392  4                                                            
0.802598   0.0086  5                                                            
0.802726   0.0109  5                                                            
0.802789   0.4978  4                                                            
0.802817   0.4797  4                                                            
0.803041   0.0431  4                                                            
0.803124   0.0450  4                                                            
0.803218   0.0060  5                                                            
0.803398   0.0278  4                                                            
0.803619   0.0050  5                                                            
0.803710   0.0018  5                                                            
0.803744   0.0052  5                                                            
0.803834   0.0016  5                                                            
0.804175   0.0038  5                                                            
0.804298   0.0048  5                                                            
0.804341   0.0028  4                                                            
0.804386   0.0022  4                                                            
0.804469   0.0034  4                                                            
0.804758   0.0022  5                                                            
0.804880   0.0019  5                                                            
0.805211   0.0154  4                                                            
0.805232   0.0154  4                                                            
0.805424   0.2170  4                                                            
0.805764   0.0027  4                                                            
0.805883   0.0005  5                                                            
0.805932   0.0016  4                                                            
0.806139   0.0041  4                                                            
0.806421   0.2257  4                                                            
0.806461   0.2167  4                                                            
0.806597   0.0034  4                                                            
0.806830   0.0067  4                                                            
0.806983   0.0039  4                                                            
0.807663   0.0068  4                                                            
0.807692   0.0073  4                                                            
0.807937   0.0141  4                                                            
0.807984   0.0130  4                                                            
0.808682   0.0226  4                                                            
0.808784   0.0227  4                                                            
0.809591   0.0955  4                                                            
0.809719   0.0105  4                                                            
0.810087   0.0006  5                                                            
0.810198   0.0013  5                                                            
0.810338   0.0033  5                                                            
0.810448   0.1040  4                                                            
0.810500   0.0966  4                                                            
0.810652   0.0026  5                                                            
0.810690   0.0018  4                                                            
0.810724   0.0058  5                                                            
0.810857   0.0032  5                                                            
0.810962   0.0031  5                                                            
0.811095   0.0020  5                                                            
0.811233   0.0031  5                                                            
0.811364   0.0026  5                                                            
0.811540   0.0015  5                                                            
0.812182   0.0020  5                                                            
0.812425   0.0022  5                                                            
0.812564   0.0040  5                                                            
0.812846   0.0035  5                                                            
0.812980   0.0063  5                                                            
0.813295   0.0036  5                                                            
0.813377   0.0039  4                                                            
0.813427   0.0043  5                                                            
0.813495   0.0029  4                                                            
0.813683   0.0052  4                                                            
0.813776   0.0030  5                                                            
0.813856   0.0034  4                                                            
0.813906   0.0043  5                                                            
0.814060   0.0095  4                                                            
0.814122   0.0173  4                                                            
0.814152   0.0198  4                                                            
0.814184   0.0078  4                                                            
0.814245   0.0083  4                                                            
0.814290   0.0045  5                                                            
0.814418   0.0041  5                                                            
0.814836   0.0018  5                                                            
0.814874   0.0560  4                                                            
0.814942   0.0370  4                                                            
0.814989   0.0136  4                                                            
0.815337   0.0014  4                                                            
0.815414   0.0020  5                                                            
0.815539   0.0021  5                                                            
0.819046   0.0191  4                                                            
0.819088   0.0130  4                                                            
0.819711   0.0219  4                                                            
0.819790   0.0174  4                                                            
0.820691   0.0043  4                                                            
0.820824   0.0027  4                                                            
0.820977   0.0087  4                                                            
0.821062   0.0040  4                                                            
0.821167   0.0037  4                                                            
0.821616   0.0057  4                                                            
0.821759   0.0061  4                                                            
0.824374   0.0120  4                                                            
0.824427   0.0111  4                                                            
0.824963   0.0172  4                                                            
0.825057   0.0131  4                                                            
0.825746   0.0136  4                                                            
0.827088   0.0030  4                                                            
0.827435   0.0028  4                                                            
0.827881   0.0122  4                                                            
0.828059   0.2271  4                                                            
0.828087   0.1023  4                                                            
0.828332   0.1187  4                                                            
0.828397   0.5491  4                                                            
0.828460   0.0074  4                                                            
0.828496   0.0442  4                                                            
0.828546   0.0295  4                                                            
0.828610   0.0035  4                                                            
0.828722   0.0060  4                                                            
0.828869   0.2280  4                                                            
0.829089   0.8999  4                                                            
0.829287   0.0543  4                                                            
0.829853   0.3530  4                                                            
0.830119   1.0620  4                                                            
0.830176   0.0106  4                                                            
0.830430   0.0215  4                                                            
0.830481   0.0312  4                                                            
0.830636   0.0147  4                                                            
0.830748   0.0103  4                                                            
0.831065   0.0049  4                                                            
0.831300   0.3869  4                                                            
0.831998   0.0196  4                                                            
0.832077   0.0254  4                                                            
0.832198   0.0066  4                                                            
0.833985   0.0192  4                                                            
0.834071   0.0131  4                                                            
0.834099   0.0116  4                                                            
0.834533   0.3167  4                                                            
0.834690   2.7604  4                                                            
0.835193   0.0439  4                                                            
0.835222   0.0421  4                                                            
0.835518   0.9431  4                                                            
0.835857   0.0055  4                                                            
0.836273   0.0164  4                                                            
0.836301   0.0119  4                                                            
0.836340   0.0339  4                                                            
0.836400   0.0188  4                                                            
0.836494   0.0121  4                                                            
0.836534   0.0114  4                                                            
0.836681   0.1565  4                                                            
0.836727   0.1563  4                                                            
0.836779   0.0075  4                                                            
0.836874   0.0170  4                                                            
0.836938   0.0051  4                                                            
0.837176   0.0039  4                                                            
0.837511   0.0033  4                                                            
0.837842   0.0105  4                                                            
0.838222   0.0442  4                                                            
0.838305   0.0451  4                                                            
0.838470   0.6576  4                                                            
0.838960   0.0069  4                                                            
0.839249   0.0158  4                                                            
0.839348   0.0106  4                                                            
0.839400   0.0087  4                                                            
0.839792   0.0042  4                                                            
0.840149   2.2884  4                                                            
0.840277   0.0104  4                                                            
0.841755   0.8391  4                                                            
0.842533   0.0080  4                                                            
0.842561   0.0058  4                                                            
0.842643   0.0115  4                                                            
0.842707   0.0049  4                                                            
0.842871   0.0159  4                                                            
0.842975   0.0325  4                                                            
0.843248   2.2132  4                                                            
0.843449   0.0169  4                                                            
0.843671   0.0401  4                                                            
0.843830   0.0032  4                                                            
0.844869   0.0155  3                                                            
0.844910   0.0066  3                                                            
0.845092   0.0013  1                                                            
0.845166   0.0020  4                                                            
0.845329   0.0088  4                                                            
0.845459   0.7340  4                                                            
0.845611   0.0028  4                                                            
0.845647   0.0065  4                                                            
0.845911   0.0027  4                                                            
0.846278   0.0055  4                                                            
0.846321   0.0041  4                                                            
0.846390   0.0063  4                                                            
0.846474   0.0052  4                                                            
0.846756   0.9742  4                                                            
0.846784   0.9274  4                                                            
0.847695   0.0482  4                                                            
0.849573   0.4922  4                                                            
0.849637   0.0221  4                                                            
0.849661   0.0314  4                                                            
0.849924   0.0155  4                                                            
0.850037   0.0108  4                                                            
0.850321   0.0185  4                                                            
0.850489   0.0207  4                                                            
0.850546   0.0033  4                                                            
0.850608   0.0066  4                                                            
0.850698   0.4758  4                                                            
0.850741   0.4737  4                                                            
0.852277   0.0124  4                                                            
0.852310   0.0144  4                                                            
0.854104   0.7987  4                                                            
0.854433   0.0166  1                                                            
0.855074   0.1936  4                                                            
0.855131   0.1707  4                                                            
0.857446   0.0085  4                                                            
0.857581   0.0230  4                                                            
0.857613   0.0270  1                                                            
0.857809   0.0126  4                                                            
0.858001   0.0109  4                                                            
0.859038   0.0489  4                                                            
0.859073   0.0448  4                                                            
0.859903   0.0704  4                                                            
0.859974   0.0716  4                                                            
0.860653   0.0028  4                                                            
0.860684   0.0051  4                                                            
0.860862   0.0041  5                                                            
0.861030   0.0033  5                                                            
0.861071   0.0065  5                                                            
0.861233   0.0041  5                                                            
0.861293   0.0114  5                                                            
0.861453   0.0086  5                                                            
0.861533   0.0200  5                                                            
0.861693   0.0221  5                                                            
0.861793   0.0444  5                                                            
0.861951   0.0407  5                                                            
0.862074   0.0775  5                                                            
0.862229   0.0630  5                                                            
0.862373   0.1183  5                                                            
0.862527   0.1083  5                                                            
0.862691   0.1675  5                                                            
0.862844   0.1512  5                                                            
0.863029   0.2172  5                                                            
0.863180   0.1761  5                                                            
0.863387   0.2270  5                                                            
0.863536   0.1892  5                                                            
0.863764   0.2066  5                                                            
0.863910   0.1445  5                                                            
0.864162   0.1223  5                                                            
0.864303   0.0511  5                                                            
0.864422   0.0180  4                                                            
0.864465   0.0122  4                                                            
0.864625   0.0000  4                                                            
0.864928   0.1891  5                                                            
0.865210   0.2018  5                                                            
0.865276   0.0413  4                                                            
0.865367   0.2553  5                                                            
0.865464   0.0065  4                                                            
0.865615   0.0092  4                                                            
0.865674   0.2530  5                                                            
0.865824   0.3228  5                                                            
0.866011   0.0129  4                                                            
0.866152   0.2742  5                                                            
0.866302   0.3407  5                                                            
0.866651   0.2781  5                                                            
0.866797   0.3188  5                                                            
0.867034   0.0075  1                                                            
0.867166   0.2331  5                                                            
0.867311   0.2657  5                                                            
0.867701   0.1758  5                                                            
0.867845   0.1927  5                                                            
0.868255   0.1225  5                                                            
0.868397   0.1291  5                                                            
0.868578   0.0025  1                                                            
0.868828   0.0719  5                                                            
0.868969   0.0811  5                                                            
0.869420   0.0408  5                                                            
0.869560   0.0477  5                                                            
0.870031   0.0193  5                                                            
0.870170   0.0210  5                                                            
0.870251   0.0325  4                                                            
0.870308   0.0273  4                                                            
0.870403   0.0027  4                                                            
0.870453   0.0019  4                                                            
0.870660   0.0109  5                                                            
0.870800   0.0098  5                                                            
0.870935   0.0478  4                                                            
0.871038   0.0387  4                                                            
0.871311   0.0042  5                                                            
0.871398   0.0008  1                                                            
0.871447   0.0041  5                                                            
0.871902   0.0017  1                                                            
0.871980   0.0033  1                                                            
0.872114   0.0025  1                                                            
0.872915   0.0226  4                                                            
0.873988   0.0140  4                                                            
0.874156   0.0098  4                                                            
0.874300   0.0185  4                                                            
0.874537   0.0110  4                                                            
0.874938   0.0046  4                                                            
0.875265   0.0213  4                                                            
0.876114   0.4752  4                                                            
0.876269   0.2167  4                                                            
0.876375   1.0672  4                                                            
0.876403   0.4333  4                                                            
0.876543   0.0339  4                                                            
0.876613   0.0257  4                                                            
0.876883   0.5656  4                                                            
0.877033   1.7036  4                                                            
0.877157   0.0449  4                                                            
0.877279   0.0372  4                                                            
0.877745   0.0134  4                                                            
0.877863   0.7999  4                                                            
0.878075   1.8142  4                                                            
0.879265   0.0551  4                                                            
0.879360   0.7523  4                                                            
0.880402   0.0029  4                                                            
0.880438   0.0048  4                                                            
0.881164   0.0499  4                                                            
0.881260   0.0369  4                                                            
0.881286   0.0350  4                                                            
0.882788   0.5247  4                                                            
0.882953   4.5357  4                                                            
0.883043   0.0182  4                                                            
0.883231   0.0099  4                                                            
0.883319   0.0633  4                                                            
0.883399   0.0259  4                                                            
0.883535   0.1436  4                                                            
0.883555   0.1259  4                                                            
0.883598   0.0127  4                                                            
0.883655   0.0335  4                                                            
0.883696   0.0263  4                                                            
0.883888   1.8194  4                                                            
0.884011   0.0384  4                                                            
0.884771   0.0297  4                                                            
0.884805   0.0296  4                                                            
0.884944   0.0111  4                                                            
0.885203   0.2932  4                                                            
0.885250   0.2832  4                                                            
0.885660   0.0035  5                                                            
0.886163   0.0010  5                                                            
0.886224   0.0010  4                                                            
0.886320   0.0015  5                                                            
0.886410   0.0411  4                                                            
0.886493   0.0090  4                                                            
0.886528   0.0353  4                                                            
0.886584   0.0211  4                                                            
0.886681   0.0016  5                                                            
0.886943   0.0873  4                                                            
0.887004   1.2335  4                                                            
0.887378   0.0016  5                                                            
0.888693   0.0078  4                                                            
0.888830   3.6747  4                                                            
0.889114   0.0238  4                                                            
0.889249   0.0250  4                                                            
0.889765   0.0183  4                                                            
0.889790   0.0172  4                                                            
0.889900   0.0193  4                                                            
0.889970   0.0163  4                                                            
0.890556   1.5149  4                                                            
0.890680   0.0265  4                                                            
0.890813   0.0067  4                                                            
0.891085   0.0476  4                                                            
0.891249   0.0350  4                                                            
0.891726   0.0073  4                                                            
0.891921   0.0057  4                                                            
0.892209   4.0098  4                                                            
0.892331   0.0275  4                                                            
0.892388   0.0081  4                                                            
0.892525   0.0025  5                                                            
0.892650   0.0172  4                                                            
0.892864   0.0093  4                                                            
0.892923   0.0232  4                                                            
0.892986   0.0017  5                                                            
0.893054   0.0580  4                                                            
0.893155   0.0028  5                                                            
0.893215   0.0121  4                                                            
0.893257   0.0034  5                                                            
0.893426   0.0022  5                                                            
0.893556   0.0047  5                                                            
0.893641   0.0074  4                                                            
0.893678   0.0054  4                                                            
0.893721   0.0031  5                                                            
0.893781   0.0090  4                                                            
0.893871   0.0180  4                                                            
0.894040   0.0029  5                                                            
0.894184   0.0079  4                                                            
0.894224   0.0037  5                                                            
0.894388   0.0025  5                                                            
0.894587   1.3188  4                                                            
0.894763   0.0016  5                                                            
0.895002   0.0027  5                                                            
0.895800   0.0022  5                                                            
0.896041   1.7154  4                                                            
0.896071   1.6465  4                                                            
0.896262   0.0054  5                                                            
0.896545   0.0033  4                                                            
0.896581   0.0030  5                                                            
0.896747   0.0068  5                                                            
0.897097   0.0059  5                                                            
0.897187   0.0036  4                                                            
0.897256   0.0065  5                                                            
0.897369   0.0743  4                                                            
0.897633   0.0047  5                                                            
0.897790   0.0070  5                                                            
0.898002   0.0047  4                                                            
0.898045   0.0115  4                                                            
0.898102   0.0042  4                                                            
0.898194   0.0154  4                                                            
0.898358   0.0485  4                                                            
0.898480   0.0259  4                                                            
0.898788   0.0039  5                                                            
0.898825   0.0525  4                                                            
0.898943   0.0040  5                                                            
0.899011   0.0309  4                                                            
0.899085   0.8908  4                                                            
0.899393   0.0040  5                                                            
0.899478   0.0522  4                                                            
0.899501   0.0370  4                                                            
0.899554   0.0058  5                                                            
0.900038   0.0016  5                                                            
0.900360   0.9245  4                                                            
0.900406   0.9156  4                                                            
0.902341   0.0203  4                                                            
0.902375   0.0228  4                                                            
0.902845   0.0050  4                                                            
0.903003   0.0075  4                                                            
0.903099   0.0152  4                                                            
0.903148   0.0072  4                                                            
0.903273   0.0078  4                                                            
0.903423   0.0118  4                                                            
0.904054   0.4613  4                                                            
0.904609   0.0203  4                                                            
0.905173   0.4561  4                                                            
0.905235   0.4285  4                                                            
0.905325   0.0034  5                                                            
0.905472   0.0048  5                                                            
0.905645   0.0041  5                                                            
0.905819   0.0037  5                                                            
0.905911   0.0109  4                                                            
0.905946   0.0099  4                                                            
0.906195   0.0027  5                                                            
0.906357   0.0019  5                                                            
0.906674   0.0336  4                                                            
0.906814   0.0262  4                                                            
0.907105   0.0499  4                                                            
0.907315   0.0338  4                                                            
0.907703   0.0020  5                                                            
0.907875   0.0044  5                                                            
0.908203   0.0048  5                                                            
0.908369   0.0047  5                                                            
0.908529   0.0040  4                                                            
0.908609   0.0046  4                                                            
0.909285   0.0056  5                                                            
0.909368   0.0022  4                                                            
0.909450   0.0055  5                                                            
0.909492   0.1472  4                                                            
0.909523   0.1389  4                                                            
0.909616   0.0322  4                                                            
0.909865   0.0042  5                                                            
0.909985   0.0012  4                                                            
0.910029   0.0054  5                                                            
0.910139   0.0035  4                                                            
0.910183   0.0043  4                                                            
0.910491   0.2189  4                                                            
0.910568   0.2071  4                                                            
0.910636   0.0047  5                                                            
0.911118   0.0015  5                                                            
0.911274   0.0020  5                                                            
0.913647   0.0160  4                                                            
0.913888   0.0137  4                                                            
0.914242   0.0076  4                                                            
0.914652   0.0022  4                                                            
0.914976   0.0087  4                                                            
0.915393   0.0276  4                                                            
0.915430   0.0911  4                                                            
0.915477   0.0778  4                                                            
0.915548   0.0303  4                                                            
0.915710   0.0209  4                                                            
0.915948   0.0386  4                                                            
0.916186   0.0268  4                                                            
0.916321   0.1279  4                                                            
0.916416   0.1184  4                                                            
0.917708   0.0017  5                                                            
0.917840   0.0024  5                                                            
0.920259   0.0034  5                                                            
0.920765   0.0038  5                                                            
0.921137   0.0049  5                                                            
0.921306   0.0043  5                                                            
0.921706   0.0052  5                                                            
0.921880   0.0830  4                                                            
0.921941   0.0654  4                                                            
0.922682   0.1329  4                                                            
0.922795   0.0955  4                                                            
0.928860   0.0007  4                                                            
0.928936   0.0007  4                                                            
0.929580   0.0012  4                                                            
0.929716   0.0012  4                                                            
0.930853   0.2939  4                                                            
0.930856   0.2939  4                                                            
0.930990   0.6480  4                                                            
0.930995   0.6480  4                                                            
0.931155   0.1428  4                                                            
0.931167   0.1428  4                                                            
0.931193   0.1052  4                                                            
0.931195   0.1052  4                                                            
0.931326   0.0551  4                                                            
0.931338   0.0551  4                                                            
0.931542   0.2870  4                                                            
0.931550   0.2870  4                                                            
0.931587   1.0777  4                                                            
0.931593   1.0777  4                                                            
0.932022   0.0303  4                                                            
0.932031   0.0303  4                                                            
0.932043   0.0169  4                                                            
0.932055   0.0169  4                                                            
0.932499   0.4270  4                                                            
0.932502   0.4270  4                                                            
0.932626   1.1668  4                                                            
0.932631   1.1668  4                                                            
0.933305   0.0042  4                                                            
0.933313   0.0042  4                                                            
0.933356   0.0071  4                                                            
0.933374   0.0071  4                                                            
0.934040   0.4099  4                                                            
0.934043   0.4099  4                                                            
0.935113   0.0008  4                                                            
0.935116   0.0008  4                                                            
0.935209   0.0014  4                                                            
0.935238   0.0014  4                                                            
0.936387   0.0001  4                                                            
0.936481   0.0001  4                                                            
0.937042   0.0002  4                                                            
0.937201   0.0002  4                                                            
0.937468   0.0001  4                                                            
0.937472   0.0001  4                                                            
0.937594   0.0002  4                                                            
0.937636   0.0002  4                                                            
0.937687   0.2970  4                                                            
0.937691   0.2970  4                                                            
0.937853   2.7961  4                                                            
0.937854   2.7961  4                                                            
0.938546   0.0940  4                                                            
0.938551   0.0940  4                                                            
0.938926   1.1002  4                                                            
0.938931   1.1002  4                                                            
0.939964   0.0400  4                                                            
0.939970   0.0400  4                                                            
0.940461   0.4134  4                                                            
0.940471   0.4134  4                                                            
0.940528   0.0000  4                                                            
0.940585   0.0000  4                                                            
0.941930   0.0161  4                                                            
0.941933   0.0161  4                                                            
0.942226   0.6000  4                                                            
0.942237   0.6000  4                                                            
0.942477   0.1387  4                                                            
0.942495   0.1387  4                                                            
0.944219   2.0128  4                                                            
0.944229   2.0128  4                                                            
