# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# Reference populations and intensities from the O2 population model for lines
# with HITRAN2020 data (intensities consistent with pmd_reflineint_mol.dat)
# 
# Column names:
# lam: vacuum wavelength in µm (HITRAN2020)
# ID: 13 characters describing upper and lower states (HITRAN2020)
#     (see pmd_reflineint_mol.dat for details)
# isot: isotopologue (1616 or 1618)
# eli: electronic upper state (a or b)
# vi: vibrational level of upper state
# Ni: rotational level of upper state
# Ei: energy of upper state in 1/cm (HITRAN2020)
# Aij: Einstein-A coefficient in 1/s (HITRAN2020)
# gi: statistical weight (HITRAN2020)
# y: natural logarithm of population (exp(y) in Rs)
# I: reference intensity in R (based on product of exp(y), Aij, and gi)
# 
# References:
# HITRAN2020: https://doi.org/10.1016/j.jqsrt.2021.107949
# 
      lam             ID  isot   eli  vi  Ni         Ei        Aij   gi         y           I 
 0.688825  OQbX10RR1223d  1618     b   1  23  15205.249  1.726e-03   47   -8.2887   2.039e-05 
 0.688826  OQbX10RR1220d  1618     b   1  20  15034.628  1.708e-03   41   -8.1311   2.061e-05 
 0.688837  OQbX10RR1224d  1618     b   1  24  15267.252  1.730e-03   49   -8.3214   2.062e-05 
 0.688838  OQbX10RR1219d  1618     b   1  19  14982.892  1.702e-03   39   -8.0489   2.121e-05 
 0.688840  OQbX10RQ1128d  1618     b   1  28  15540.829  1.828e-03   57   -8.4126   2.314e-05 
 0.688847  OQbX10RQ1115d  1618     b   1  15  14801.693  1.816e-03   31   -7.5333   3.012e-05 
 0.688855  OQbX10RR1225d  1618     b   1  25  15331.814  1.735e-03   51   -8.3484   2.095e-05 
 0.688856  OQbX10RR1218d  1618     b   1  18  14933.728  1.694e-03   37   -7.9478   2.215e-05 
 0.688865  O2bX10PP1202d  1616     b   1   2  14534.980  2.936e-03    5    0.4664   2.340e-02 
 0.688879  OQbX10RR1226d  1618     b   1  26  15398.933  1.739e-03   53   -8.3718   2.132e-05 
 0.688880  OQbX10RR1217d  1618     b   1  17  14887.139  1.685e-03   35   -7.8273   2.351e-05 
 0.688882  OQbX10RQ1129d  1618     b   1  29  15615.601  1.828e-03   59   -8.4318   2.349e-05 
 0.688889  OQbX10RQ1114d  1618     b   1  14  14762.840  1.814e-03   29   -7.3664   3.325e-05 
 0.688909  OQbX10RR1227d  1618     b   1  27  15468.606  1.742e-03   55   -8.3928   2.170e-05 
 0.688910  OQbX10RR1216d  1618     b   1  16  14843.126  1.675e-03   33   -7.6882   2.533e-05 
 0.688930  OQbX10RQ1130d  1618     b   1  30  15692.916  1.829e-03   61   -8.4509   2.384e-05 
 0.688937  OQbX10RQ1113d  1618     b   1  13  14726.569  1.811e-03   27   -7.1923   3.679e-05 
 0.688945  OQbX10RR1228d  1618     b   1  28  15540.829  1.745e-03   57   -8.4126   2.209e-05 
 0.688946  OQbX10RR1215d  1618     b   1  15  14801.693  1.664e-03   31   -7.5333   2.760e-05 
 0.688984  OQbX10RQ1131d  1618     b   1  31  15772.772  1.829e-03   63   -8.4701   2.416e-05 
 0.688987  OQbX10RR1229d  1618     b   1  29  15615.601  1.748e-03   59   -8.4318   2.246e-05 
 0.688988  OQbX10RR1214d  1618     b   1  14  14762.840  1.652e-03   29   -7.3664   3.028e-05 
 0.688991  OQbX10RQ1112d  1618     b   1  12  14692.883  1.809e-03   25   -7.0156   4.060e-05 
 0.689035  OQbX10RR1230d  1618     b   1  30  15692.916  1.751e-03   61   -8.4509   2.283e-05 
 0.689036  OQbX10RR1213d  1618     b   1  13  14726.569  1.637e-03   27   -7.1923   3.325e-05 
 0.689045  OQbX10RQ1132d  1618     b   1  32  15855.165  1.828e-03   65   -8.4896   2.443e-05 
 0.689051  OQbX10RQ1111d  1618     b   1  11  14661.782  1.804e-03   23   -6.8407   4.437e-05 
 0.689085  O2bX10PQ1304d  1616     b   1   4  14554.199  1.910e-03    9    0.3365   2.407e-02 
 0.689089  OQbX10RR1212d  1618     b   1  12  14692.883  1.620e-03   25   -7.0156   3.636e-05 
 0.689090  OQbX10RR1231d  1618     b   1  31  15772.772  1.753e-03   63   -8.4701   2.315e-05 
 0.689111  OQbX10RQ1133d  1618     b   1  33  15940.091  1.828e-03   67   -8.5096   2.468e-05 
 0.689117  OQbX10RQ1110d  1618     b   1  10  14633.267  1.800e-03   21   -6.6714   4.788e-05 
 0.689148  OQbX10RR1211d  1618     b   1  11  14661.782  1.601e-03   23   -6.8407   3.938e-05 
 0.689151  OQbX10RR1232d  1618     b   1  32  15855.165  1.756e-03   65   -8.4896   2.347e-05 
 0.689180  O2bX10PP1204d  1616     b   1   4  14554.199  2.444e-03    9    0.3365   3.080e-02 
 0.689189  OQbX10RQ1109d  1618     b   1   9  14607.341  1.796e-03   19   -6.5108   5.075e-05 
 0.689214  OQbX10RR1210d  1618     b   1  10  14633.267  1.577e-03   21   -6.6714   4.195e-05 
 0.689218  OQbX10RR1233d  1618     b   1  33  15940.091  1.758e-03   67   -8.5096   2.374e-05 
 0.689266  OQbX10RQ1108d  1618     b   1   8  14584.005  1.790e-03   17   -6.3614   5.255e-05 
 0.689285  OQbX10RR1209d  1618     b   1   9  14607.341  1.549e-03   19   -6.5108   4.377e-05 
 0.689349  OQbX10RQ1107d  1618     b   1   7  14563.258  1.783e-03   15   -6.2252   5.293e-05 
 0.689362  OQbX10RR1208d  1618     b   1   8  14584.005  1.514e-03   17   -6.3614   4.445e-05 
 0.689427  O2bX10PQ1306d  1616     b   1   6  14584.397  1.884e-03   13    0.1374   2.810e-02 
 0.689439  OQbX10RQ1106d  1618     b   1   6  14545.103  1.773e-03   13   -6.1036   5.151e-05 
 0.689445  OQbX10RR1207d  1618     b   1   7  14563.258  1.471e-03   15   -6.2252   4.367e-05 
 0.689521  O2bX10PP1206d  1616     b   1   6  14584.397  2.253e-03   13    0.1374   3.360e-02 
 0.689533  OQbX10RR1206d  1618     b   1   6  14545.103  1.414e-03   13   -6.1036   4.108e-05 
 0.689534  OQbX10RQ1105d  1618     b   1   5  14529.540  1.761e-03   11   -5.9977   4.812e-05 
 0.689628  OQbX10RR1205d  1618     b   1   5  14529.540  1.336e-03   11   -5.9977   3.651e-05 
 0.689635  OQbX10RQ1104d  1618     b   1   4  14516.570  1.743e-03    9   -5.9085   4.261e-05 
 0.689728  OQbX10RR1204d  1618     b   1   4  14516.570  1.224e-03    9   -5.9085   2.992e-05 
 0.689742  OQbX10RQ1103d  1618     b   1   3  14506.193  1.715e-03    7   -5.8365   3.504e-05 
 0.689794  O2bX10PQ1308d  1616     b   1   8  14625.568  1.869e-03   17   -0.1230   2.810e-02 
 0.689834  OQbX10RR1203d  1618     b   1   3  14506.193  1.049e-03    7   -5.8365   2.143e-05 
 0.689856  OQbX10RQ1102d  1618     b   1   2  14498.410  1.665e-03    5   -5.7821   2.566e-05 
 0.689887  O2bX10PP1208d  1616     b   1   8  14625.568  2.150e-03   17   -0.1230   3.232e-02 
 0.689946  OQbX10RR1202d  1618     b   1   2  14498.410  7.337e-04    5   -5.7821   1.131e-05 
 0.689978  OQbX10RQ1101d  1618     b   1   1  14493.221  1.392e-03    3   -5.7458   1.335e-05 
 0.690186  O2bX10PQ1310d  1616     b   1  10  14677.703  1.858e-03   21   -0.4303   2.537e-02 
 0.690277  O2bX10PP1210d  1616     b   1  10  14677.703  2.085e-03   21   -0.4303   2.848e-02 
 0.690317  OQbX10PP1200d  1618     b   1   0  14490.626  7.326e-03    1   -5.7275   2.385e-05 
 0.690349  OQbX10PQ1301d  1618     b   1   1  14493.221  2.124e-03    3   -5.7458   2.037e-05 
 0.690452  OQbX10PP1201d  1618     b   1   1  14493.221  3.661e-03    3   -5.7458   3.511e-05 
 0.690494  OQbX10PQ1302d  1618     b   1   2  14498.410  2.000e-03    5   -5.7821   3.082e-05 
 0.690593  OQbX10PP1202d  1618     b   1   2  14498.410  2.927e-03    5   -5.7821   4.511e-05 
 0.690602  O2bX10PQ1312d  1616     b   1  12  14740.793  1.849e-03   25   -0.7613   2.159e-02 
 0.690643  OQbX10PQ1303d  1618     b   1   3  14506.193  1.949e-03    7   -5.8365   3.982e-05 
 0.690693  O2bX10PP1212d  1616     b   1  12  14740.793  2.039e-03   25   -0.7613   2.381e-02 
 0.690740  OQbX10PP1203d  1618     b   1   3  14506.193  2.612e-03    7   -5.8365   5.337e-05 
 0.690797  OQbX10PQ1304d  1618     b   1   4  14516.570  1.921e-03    9   -5.9085   4.696e-05 
 0.690893  OQbX10PP1204d  1618     b   1   4  14516.570  2.436e-03    9   -5.9085   5.955e-05 
 0.690956  OQbX10PQ1305d  1618     b   1   5  14529.540  1.903e-03   11   -5.9977   5.200e-05 
 0.691044  O2bX10PQ1314d  1616     b   1  14  14814.827  1.842e-03   29   -1.0836   1.807e-02 
 0.691051  OQbX10PP1205d  1618     b   1   5  14529.540  2.323e-03   11   -5.9977   6.348e-05 
 0.691121  OQbX10PQ1306d  1618     b   1   6  14545.103  1.890e-03   13   -6.1036   5.491e-05 
 0.691134  O2bX10PP1214d  1616     b   1  14  14814.827  2.005e-03   29   -1.0836   1.967e-02 
 0.691216  OQbX10PP1206d  1618     b   1   6  14545.103  2.246e-03   13   -6.1036   6.525e-05 
 0.691292  OQbX10PQ1307d  1618     b   1   7  14563.258  1.880e-03   15   -6.2252   5.581e-05 
 0.691386  OQbX10PP1207d  1618     b   1   7  14563.258  2.187e-03   15   -6.2252   6.492e-05 
 0.691469  OQbX10PQ1308d  1618     b   1   8  14584.005  1.872e-03   17   -6.3614   5.496e-05 
 0.691511  O2bX10PQ1316d  1616     b   1  16  14899.789  1.835e-03   33   -1.3613   1.552e-02 
 0.691562  OQbX10PP1208d  1618     b   1   8  14584.005  2.143e-03   17   -6.3614   6.291e-05 
 0.691600  O2bX10PP1216d  1616     b   1  16  14899.789  1.978e-03   33   -1.3613   1.673e-02 
 0.691651  OQbX10PQ1309d  1618     b   1   9  14607.341  1.865e-03   19   -6.5108   5.270e-05 
 0.691744  OQbX10PP1209d  1618     b   1   9  14607.341  2.108e-03   19   -6.5108   5.957e-05 
 0.691839  OQbX10PQ1310d  1618     b   1  10  14633.267  1.859e-03   21   -6.6714   4.945e-05 
 0.691932  OQbX10PP1210d  1618     b   1  10  14633.267  2.078e-03   21   -6.6714   5.527e-05 
 0.692003  O2bX10PQ1318d  1616     b   1  18  14995.664  1.829e-03   37   -1.5700   1.408e-02 
 0.692034  OQbX10PQ1311d  1618     b   1  11  14661.782  1.854e-03   23   -6.8407   4.560e-05 
 0.692091  O2bX10PP1218d  1616     b   1  18  14995.664  1.957e-03   37   -1.5700   1.506e-02 
 0.692125  OQbX10PP1211d  1618     b   1  11  14661.782  2.054e-03   23   -6.8407   5.052e-05 
 0.692234  OQbX10PQ1312d  1618     b   1  12  14692.883  1.850e-03   25   -7.0156   4.152e-05 
 0.692325  OQbX10PP1212d  1618     b   1  12  14692.883  2.033e-03   25   -7.0156   4.563e-05 
 0.692439  OQbX10PQ1313d  1618     b   1  13  14726.569  1.846e-03   27   -7.1923   3.750e-05 
 0.692521  O2bX10PQ1320d  1616     b   1  20  15102.434  1.823e-03   41   -1.7088   1.353e-02 
 0.692530  OQbX10PP1213d  1618     b   1  13  14726.569  2.015e-03   27   -7.1923   4.093e-05 
 0.692608  O2bX10PP1220d  1616     b   1  20  15102.434  1.938e-03   41   -1.7088   1.439e-02 
 0.692651  OQbX10PQ1314d  1618     b   1  14  14762.840  1.842e-03   29   -7.3664   3.377e-05 
 0.692742  OQbX10PP1214d  1618     b   1  14  14762.840  2.000e-03   29   -7.3664   3.666e-05 
 0.692869  OQbX10PQ1315d  1618     b   1  15  14801.693  1.838e-03   31   -7.5333   3.048e-05 
 0.692959  OQbX10PP1215d  1618     b   1  15  14801.693  1.986e-03   31   -7.5333   3.294e-05 
 0.693064  O2bX10PQ1322d  1616     b   1  22  15220.079  1.817e-03   45   -1.7960   1.357e-02 
 0.693093  OQbX10PQ1316d  1618     b   1  16  14843.126  1.835e-03   33   -7.6882   2.775e-05 
 0.693151  O2bX10PP1222d  1616     b   1  22  15220.079  1.922e-03   45   -1.7960   1.435e-02 
 0.693182  OQbX10PP1216d  1618     b   1  16  14843.126  1.973e-03   33   -7.6882   2.983e-05 
 0.693322  OQbX10PQ1317d  1618     b   1  17  14887.139  1.831e-03   35   -7.8273   2.555e-05 
 0.693412  OQbX10PP1217d  1618     b   1  17  14887.139  1.962e-03   35   -7.8273   2.738e-05 
 0.693558  OQbX10PQ1318d  1618     b   1  18  14933.728  1.829e-03   37   -7.9478   2.392e-05 
 0.693634  O2bX10PQ1324d  1616     b   1  24  15348.575  1.811e-03   49   -1.8533   1.391e-02 
 0.693647  OQbX10PP1218d  1618     b   1  18  14933.728  1.952e-03   37   -7.9478   2.553e-05 
 0.693720  O2bX10PP1224d  1616     b   1  24  15348.575  1.907e-03   49   -1.8533   1.464e-02 
 0.693800  OQbX10PQ1319d  1618     b   1  19  14982.892  1.825e-03   39   -8.0489   2.274e-05 
 0.693888  OQbX10PP1219d  1618     b   1  19  14982.892  1.942e-03   39   -8.0489   2.420e-05 
 0.694047  OQbX10PQ1320d  1618     b   1  20  15034.629  1.822e-03   41   -8.1311   2.198e-05 
 0.694135  OQbX10PP1220d  1618     b   1  20  15034.628  1.933e-03   41   -8.1311   2.332e-05 
 0.694229  O2bX10PQ1326d  1616     b   1  26  15487.900  1.806e-03   53   -1.8970   1.436e-02 
 0.694301  OQbX10PQ1321d  1618     b   1  21  15088.935  1.819e-03   43   -8.1965   2.156e-05 
 0.694314  O2bX10PP1226d  1616     b   1  26  15487.900  1.894e-03   53   -1.8970   1.506e-02 
 0.694389  OQbX10PP1221d  1618     b   1  21  15088.935  1.925e-03   43   -8.1965   2.281e-05 
 0.694560  OQbX10PQ1322d  1618     b   1  22  15145.810  1.817e-03   45   -8.2481   2.140e-05 
 0.694648  OQbX10PP1222d  1618     b   1  22  15145.810  1.918e-03   45   -8.2481   2.259e-05 
 0.694826  OQbX10PQ1323d  1618     b   1  23  15205.249  1.814e-03   47   -8.2887   2.143e-05 
 0.694851  O2bX10PQ1328d  1616     b   1  28  15638.025  1.800e-03   57   -1.9361   1.480e-02 
 0.694913  OQbX10PP1223d  1618     b   1  23  15205.249  1.910e-03   47   -8.2887   2.256e-05 
 0.694936  O2bX10PP1228d  1616     b   1  28  15638.025  1.882e-03   57   -1.9361   1.548e-02 
 0.695098  OQbX10PQ1324d  1618     b   1  24  15267.252  1.811e-03   49   -8.3214   2.159e-05 
 0.695185  OQbX10PP1224d  1618     b   1  24  15267.252  1.903e-03   49   -8.3214   2.268e-05 
 0.695376  OQbX10PQ1325d  1618     b   1  25  15331.814  1.808e-03   51   -8.3484   2.183e-05 
 0.695463  OQbX10PP1225d  1618     b   1  25  15331.814  1.897e-03   51   -8.3484   2.291e-05 
 0.695499  O2bX10PQ1330d  1616     b   1  30  15798.923  1.794e-03   61   -1.9750   1.519e-02 
 0.695578  O2bX21RQ1120d  1616     b   2  20  16471.476  3.029e-03   41   -1.7035   2.261e-02 
 0.695583  O2bX10PP1230d  1616     b   1  30  15798.923  1.871e-03   61   -1.9750   1.584e-02 
 0.695587  O2bX21RQ1122d  1616     b   2  22  16587.539  3.032e-03   45   -1.8602   2.124e-02 
 0.695597  O2bX21RQ1118d  1616     b   2  18  16366.141  3.026e-03   37   -1.4554   2.612e-02 
 0.695623  O2bX21RQ1124d  1616     b   2  24  16714.305  3.033e-03   49   -1.9532   2.108e-02 
 0.695642  O2bX21RQ1116d  1616     b   2  16  16271.552  3.021e-03   33   -1.1136   3.274e-02 
 0.695660  OQbX10PQ1326d  1618     b   1  26  15398.933  1.805e-03   53   -8.3718   2.213e-05 
 0.695682  O2bX21RR1220d  1616     b   2  20  16471.476  2.833e-03   41   -1.7035   2.115e-02 
 0.695686  O2bX21RQ1126d  1616     b   2  26  16851.752  3.034e-03   53   -2.0123   2.150e-02 
 0.695691  O2bX21RR1222d  1616     b   2  22  16587.539  2.854e-03   45   -1.8602   1.999e-02 
 0.695699  O2bX21RR1218d  1616     b   2  18  16366.140  2.809e-03   37   -1.4554   2.425e-02 
 0.695714  O2bX21RQ1114d  1616     b   2  14  16187.730  3.015e-03   29   -0.7092   4.302e-02 
 0.695728  O2bX21RR1224d  1616     b   2  24  16714.305  2.870e-03   49   -1.9532   1.994e-02 
 0.695744  O2bX21RR1216d  1616     b   2  16  16271.552  2.779e-03   33   -1.1136   3.012e-02 
 0.695746  OQbX10PP1226d  1618     b   1  26  15398.933  1.890e-03   53   -8.3718   2.317e-05 
 0.695792  O2bX21RR1226d  1616     b   2  26  16851.752  2.883e-03   53   -2.0123   2.043e-02 
 0.695813  O2bX21RQ1112d  1616     b   2  12  16114.689  3.007e-03   25   -0.2884   5.634e-02 
 0.695815  O2bX21RR1214d  1616     b   2  14  16187.729  2.740e-03   29   -0.7092   3.910e-02 
 0.695913  O2bX21RR1212d  1616     b   2  12  16114.689  2.688e-03   25   -0.2884   5.036e-02 
 0.695939  O2bX21RQ1110d  1616     b   2  10  16052.443  2.997e-03   21    0.1094   7.021e-02 
 0.695950  OQbX10PQ1327d  1618     b   1  27  15468.606  1.803e-03   55   -8.3928   2.246e-05 
 0.696036  OQbX10PP1227d  1618     b   1  27  15468.606  1.884e-03   55   -8.3928   2.347e-05 
 0.696038  O2bX21RR1210d  1616     b   2  10  16052.444  2.617e-03   21    0.1094   6.131e-02 
 0.696091  O2bX21RQ1108d  1616     b   2   8  16001.006  2.981e-03   17    0.4583   8.014e-02 
 0.696174  O2bX10PQ1332d  1616     b   1  32  15970.564  1.788e-03   65   -2.0154   1.549e-02 
 0.696189  O2bX21RR1208d  1616     b   2   8  16001.006  2.512e-03   17    0.4583   6.753e-02 
 0.696247  OQbX10PQ1328d  1618     b   1  28  15540.829  1.800e-03   57   -8.4126   2.278e-05 
 0.696258  O2bX10PP1232d  1616     b   1  32  15970.563  1.859e-03   65   -2.0154   1.610e-02 
 0.696270  O2bX21RQ1106d  1616     b   2   6  15960.387  2.957e-03   13    0.7435   8.086e-02 
 0.696333  OQbX10PP1228d  1618     b   1  28  15540.829  1.879e-03   57   -8.4126   2.378e-05 
 0.696366  O2bX21RR1206d  1616     b   2   6  15960.387  2.345e-03   13    0.7435   6.412e-02 
 0.696475  O2bX21RQ1104d  1616     b   2   4  15930.593  2.913e-03    9    0.9570   6.827e-02 
 0.696550  OQbX10PQ1329d  1618     b   1  29  15615.601  1.797e-03   59   -8.4318   2.309e-05 
 0.696570  O2bX21RR1204d  1616     b   2   4  15930.593  2.031e-03    9    0.9570   4.760e-02 
 0.696635  OQbX10PP1229d  1618     b   1  29  15615.601  1.873e-03   59   -8.4318   2.407e-05 
 0.696709  O2bX21RQ1102d  1616     b   2   2  15911.631  2.799e-03    5    1.0944   4.181e-02 
 0.696801  O2bX21RR1202d  1616     b   2   2  15911.631  1.217e-03    5    1.0944   1.818e-02 
 0.696859  OQbX10PQ1330d  1618     b   1  30  15692.916  1.794e-03   61   -8.4509   2.339e-05 
 0.696877  O2bX10PQ1334d  1616     b   1  34  16152.913  1.783e-03   69   -2.0580   1.571e-02 
 0.696944  OQbX10PP1230d  1618     b   1  30  15692.916  1.867e-03   61   -8.4509   2.434e-05 
 0.696959  O2bX10PP1234d  1616     b   1  34  16152.913  1.849e-03   69   -2.0580   1.629e-02 
 0.697174  OQbX10PQ1331d  1618     b   1  31  15772.772  1.791e-03   63   -8.4701   2.366e-05 
 0.697195  O2bX21PP1200d  1616     b   2   0  15903.503  1.215e-02    1    1.1536   3.851e-02 
 0.697259  OQbX10PP1231d  1618     b   1  31  15772.772  1.862e-03   63   -8.4701   2.459e-05 
 0.697390  O2bX21PQ1302d  1616     b   2   2  15911.631  3.279e-03    5    1.0944   4.898e-02 
 0.697492  O2bX21PP1202d  1616     b   2   2  15911.631  4.854e-03    5    1.0944   7.251e-02 
 0.697607  O2bX10PQ1336d  1616     b   1  36  16345.936  1.776e-03   73   -2.1029   1.583e-02 
 0.697688  O2bX10PP1236d  1616     b   1  36  16345.936  1.839e-03   73   -2.1029   1.639e-02 
 0.697716  O2bX21PQ1304d  1616     b   2   4  15930.593  3.165e-03    9    0.9570   7.417e-02 
 0.697814  O2bX21PP1204d  1616     b   2   4  15930.593  4.039e-03    9    0.9570   9.465e-02 
 0.698067  O2bX21PQ1306d  1616     b   2   6  15960.387  3.118e-03   13    0.7435   8.526e-02 
 0.698163  O2bX21PP1206d  1616     b   2   6  15960.387  3.723e-03   13    0.7435   1.018e-01 
 0.698364  O2bX10PQ1338d  1616     b   1  38  16549.596  1.770e-03   77   -2.1504   1.587e-02 
 0.698444  O2bX21PQ1308d  1616     b   2   8  16001.006  3.092e-03   17    0.4583   8.312e-02 
 0.698445  O2bX10PP1238d  1616     b   1  38  16549.596  1.829e-03   77   -2.1504   1.640e-02 
 0.698539  O2bX21PP1208d  1616     b   2   8  16001.006  3.553e-03   17    0.4583   9.552e-02 
 0.698847  O2bX21PQ1310d  1616     b   2  10  16052.443  3.073e-03   21    0.1094   7.199e-02 
 0.698941  O2bX21PP1210d  1616     b   2  10  16052.444  3.445e-03   21    0.1094   8.071e-02 
 0.699150  O2bX10PQ1340d  1616     b   1  40  16763.855  1.764e-03   81   -2.2002   1.583e-02 
 0.699230  O2bX10PP1240d  1616     b   1  40  16763.855  1.820e-03   81   -2.2002   1.633e-02 
 0.699277  O2bX21PQ1312d  1616     b   2  12  16114.689  3.058e-03   25   -0.2884   5.730e-02 
 0.699370  O2bX21PP1212d  1616     b   2  12  16114.689  3.371e-03   25   -0.2884   6.316e-02 
 0.699733  O2bX21PQ1314d  1616     b   2  14  16187.730  3.046e-03   29   -0.7092   4.347e-02 
 0.699825  O2bX21PP1214d  1616     b   2  14  16187.729  3.314e-03   29   -0.7092   4.729e-02 
 0.699964  O2bX10PQ1342d  1616     b   1  42  16988.670  1.757e-03   85   -2.2526   1.570e-02 
 0.700044  O2bX10PP1242d  1616     b   1  42  16988.670  1.810e-03   85   -2.2526   1.617e-02 
 0.700216  O2bX21PQ1316d  1616     b   2  16  16271.552  3.035e-03   33   -1.1136   3.289e-02 
 0.700308  O2bX21PP1216d  1616     b   2  16  16271.552  3.271e-03   33   -1.1136   3.545e-02 
 0.700727  O2bX21PQ1318d  1616     b   2  18  16366.140  3.024e-03   37   -1.4554   2.610e-02 
 0.700817  O2bX21PP1218d  1616     b   2  18  16366.140  3.233e-03   37   -1.4554   2.791e-02 
 0.701264  O2bX21PQ1320d  1616     b   2  20  16471.476  3.014e-03   41   -1.7035   2.250e-02 
 0.701354  O2bX21PP1220d  1616     b   2  20  16471.476  3.202e-03   41   -1.7035   2.390e-02 
 0.701830  O2bX21PQ1322d  1616     b   2  22  16587.539  3.004e-03   45   -1.8602   2.104e-02 
 0.701919  O2bX21PP1222d  1616     b   2  22  16587.539  3.175e-03   45   -1.8602   2.224e-02 
 0.702422  O2bX21PQ1324d  1616     b   2  24  16714.305  2.995e-03   49   -1.9532   2.081e-02 
 0.702511  O2bX21PP1224d  1616     b   2  24  16714.305  3.151e-03   49   -1.9532   2.190e-02 
 0.749670  O2bX00TS1132q  1616     b   0  32  14585.173  6.068e-08   65   -2.6071   2.909e-07 
 0.750287  O2bX00TS1130q  1616     b   0  30  14411.221  6.076e-08   61   -1.9806   5.114e-07 
 0.750930  O2bX00TS1128q  1616     b   0  28  14248.158  5.968e-08   57   -1.0771   1.159e-06 
 0.751598  O2bX00TS1126q  1616     b   0  26  14096.016  5.892e-08   53   -0.0452   2.985e-06 
 0.752291  O2bX00TS1124q  1616     b   0  24  13954.822  5.812e-08   49    0.9900   7.665e-06 
 0.753010  O2bX00TS1122q  1616     b   0  22  13824.603  5.708e-08   45    1.9724   1.846e-05 
 0.753753  O2bX00TS1120q  1616     b   0  20  13705.383  5.588e-08   41    2.8815   4.088e-05 
 0.754521  O2bX00TS1118q  1616     b   0  18  13597.185  5.441e-08   37    3.7100   8.225e-05 
 0.755314  O2bX00TS1116q  1616     b   0  16  13500.028  5.293e-08   33    4.4553   1.504e-04 
 0.756131  O2bX00TS1114q  1616     b   0  14  13413.931  5.103e-08   29    5.1162   2.467e-04 
 0.756973  O2bX00TS1112q  1616     b   0  12  13338.910  4.852e-08   25    5.6924   3.598e-04 
 0.757839  O2bX00TS1110q  1616     b   0  10  13274.978  4.525e-08   21    6.1835   4.606e-04 
 0.758730  O2bX00TS1108q  1616     b   0   8  13222.148  4.057e-08   17    6.5893   5.016e-04 
 0.759575  O2bX00RQ1130d  1616     b   0  30  14411.221  2.141e-02   61   -1.9806   1.802e-01 
 0.759580  O2bX00RQ1128d  1616     b   0  28  14248.158  2.145e-02   57   -1.0771   4.164e-01 
 0.759587  OQbX00RQ1129d  1618     b   0  29  14264.386  2.136e-02   59   -7.6798   5.823e-04 
 0.759587  OQbX00RQ1130d  1618     b   0  30  14342.711  2.136e-02   61   -8.1360   3.815e-04 
 0.759592  OQbX00RQ1128d  1618     b   0  28  14188.639  2.135e-02   57   -7.1901   9.176e-04 
 0.759592  OQbX00RQ1131d  1618     b   0  31  14423.611  2.137e-02   63   -8.5386   2.636e-04 
 0.759594  O2bX00RQ1132d  1616     b   0  32  14585.173  2.137e-02   65   -2.6071   1.024e-01 
 0.759603  O2bX00RS1330q  1616     b   0  30  14411.221  2.819e-07   61   -1.9806   2.373e-06 
 0.759603  OQbX00RQ1127d  1618     b   0  27  14115.473  2.135e-02   55   -6.6848   1.468e-03 
 0.759604  OQbX00RQ1132d  1618     b   0  32  14507.081  2.137e-02   65   -8.8712   1.950e-04 
 0.759606  O2bX00RS1328q  1616     b   0  28  14248.158  2.818e-07   57   -1.0771   5.471e-06 
 0.759608  O2bX00RQ1126d  1616     b   0  26  14096.016  2.149e-02   53   -0.0452   1.089e+00 
 0.759620  OQbX00RQ1126d  1618     b   0  26  14044.892  2.134e-02   53   -6.1772   2.348e-03 
 0.759620  OQbX00RQ1133d  1618     b   0  33  14593.119  2.137e-02   67   -9.1289   1.553e-04 
 0.759632  O2bX00RS1326q  1616     b   0  26  14096.016  2.811e-07   53   -0.0452   1.424e-05 
 0.759637  O2bX00RQ1134d  1616     b   0  34  14769.983  2.132e-02   69   -2.9564   7.651e-02 
 0.759641  OQbX00RQ1125d  1618     b   0  25  13976.898  2.134e-02   51   -5.6759   3.730e-03 
 0.759643  OQbX00RQ1134d  1618     b   0  34  14681.721  2.137e-02   69   -9.3202   1.321e-04 
 0.759645  O2bX00TS1106q  1616     b   0   6  13180.429  3.301e-08   13    6.9098   4.300e-04 
 0.759660  O2bX00RQ1124d  1616     b   0  24  13954.822  2.152e-02   49    0.9900   2.838e+00 
 0.759669  OQbX00RQ1124d  1618     b   0  24  13911.495  2.132e-02   49   -5.1863   5.843e-03 
 0.759671  OQbX00RQ1135d  1618     b   0  35  14772.882  2.137e-02   71   -9.4615   1.180e-04 
 0.759681  O2bX00RS1324q  1616     b   0  24  13954.822  2.786e-07   49    0.9900   3.674e-05 
 0.759701  OQbX00RQ1123d  1618     b   0  23  13848.686  2.132e-02   47   -4.7117   9.008e-03 
 0.759704  O2bX00RQ1136d  1616     b   0  36  14965.614  2.126e-02   73   -3.1603   6.582e-02 
 0.759704  O2bX00RR1230d  1616     b   0  30  14411.221  2.050e-02   61   -1.9806   1.725e-01 
 0.759704  OQbX00RQ1136d  1618     b   0  36  14866.598  2.137e-02   73   -9.5700   1.089e-04 
 0.759708  O2bX00RR1228d  1616     b   0  28  14248.158  2.047e-02   57   -1.0771   3.974e-01 
 0.759714  OQbX00RR1229d  1618     b   0  29  14264.386  2.042e-02   59   -7.6798   5.567e-04 
 0.759715  OQbX00RR1230d  1618     b   0  30  14342.711  2.046e-02   61   -8.1360   3.654e-04 
