# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# Reference populations and intensities from the O2 population model for lines
# with HITRAN2020 data (intensities consistent with pmd_reflineint_mol.dat)
# 
# Column names:
# lam: vacuum wavelength in µm (HITRAN2020)
# ID: 13 characters describing upper and lower states (HITRAN2020)
#     (see pmd_reflineint_mol.dat for details)
# isot: isotopologue (1616 or 1618)
# eli: electronic upper state (a or b)
# vi: vibrational level of upper state
# Ni: rotational level of upper state
# Ei: energy of upper state in 1/cm (HITRAN2020)
# Aij: Einstein-A coefficient in 1/s (HITRAN2020)
# gi: statistical weight (HITRAN2020)
# y: natural logarithm of population (exp(y) in Rs)
# I: reference intensity in R (based on product of exp(y), Aij, and gi)
# 
# References:
# HITRAN2020: https://doi.org/10.1016/j.jqsrt.2021.107949
# 
      lam             ID  isot   eli  vi  Ni         Ei        Aij   gi         y           I 
 1.243780  OQaX00SR1133d  1618     a   0  33   9382.325  3.380e-05   67   -0.8781   9.411e-04 
 1.243833  O2aX00TS1120q  1616     a   0  20   8478.103  8.557e-08   41   11.3793   3.070e-01 
 1.243934  O2aX00SR1131q  1616     a   0  31   9284.984  2.927e-07   63    5.3663   3.947e-03 
 1.243934  O2aX00SR1131d  1616     a   0  31   9284.984  3.278e-05   63    5.3663   4.421e-01 
 1.244409  OQaX00SR1132d  1618     a   0  32   9294.596  3.382e-05   65   -0.2243   1.757e-03 
 1.245046  OQaX00SR1131d  1618     a   0  31   9209.488  3.384e-05   63    0.4099   3.212e-03 
 1.245303  O2aX00SR1129d  1616     a   0  29   9113.167  3.278e-05   59    6.6467   1.490e+00 
 1.245303  O2aX00SR1129q  1616     a   0  29   9113.167  2.922e-07   59    6.6467   1.328e-02 
 1.245646  O2aX00SS1229q  1616     a   0  29   9113.167  5.259e-10   59    6.6467   2.390e-05 
 1.245691  OQaX00SR1130d  1618     a   0  30   9127.005  3.385e-05   61    1.0246   5.753e-03 
 1.246251  O2aX00TS1118q  1616     a   0  18   8367.815  8.649e-08   37   12.2012   6.369e-01 
 1.246344  OQaX00SR1129d  1618     a   0  29   9047.148  3.389e-05   59    1.6197   1.010e-02 
 1.246705  O2aX00SR1127q  1616     a   0  27   8952.480  2.919e-07   55    7.8442   4.095e-02 
 1.246705  O2aX00SR1127d  1616     a   0  27   8952.480  3.281e-05   55    7.8442   4.603e+00 
 1.247004  OQaX00SR1128d  1618     a   0  28   8969.922  3.393e-05   57    2.1952   1.737e-02 
 1.247046  O2aX00SS1227q  1616     a   0  27   8952.480  5.247e-10   55    7.8442   7.361e-05 
 1.247673  OQaX00SR1127d  1618     a   0  27   8895.330  3.396e-05   55    2.7511   2.925e-02 
 1.248141  O2aX00SR1125q  1616     a   0  25   8802.950  2.918e-07   51    8.9585   1.157e-01 
 1.248141  O2aX00SR1125d  1616     a   0  25   8802.950  3.286e-05   51    8.9585   1.303e+01 
 1.248349  OQaX00SR1126d  1618     a   0  26   8823.376  3.401e-05   53    3.2873   4.826e-02 
 1.248480  O2aX00SS1225q  1616     a   0  25   8802.950  5.243e-10   51    8.9585   2.079e-04 
 1.248707  O2aX00TS1116q  1616     a   0  16   8268.785  8.777e-08   33   12.9392   1.206e+00 
 1.249032  OQaX00SR1125d  1618     a   0  25   8754.061  3.406e-05   51    3.8039   7.795e-02 
 1.249609  O2aX00SR1123d  1616     a   0  23   8664.603  3.297e-05   47    9.9895   3.377e+01 
 1.249609  O2aX00SR1123q  1616     a   0  23   8664.603  2.920e-07   47    9.9895   2.991e-01 
 1.249724  OQaX00SR1124d  1618     a   0  24   8687.388  3.413e-05   49    4.3007   1.233e-01 
 1.249946  O2aX00SS1223q  1616     a   0  23   8664.603  5.243e-10   47    9.9895   5.371e-04 
 1.250423  OQaX00SR1123d  1618     a   0  23   8623.362  3.419e-05   47    4.7779   1.910e-01 
 1.251111  O2aX00SR1121q  1616     a   0  21   8537.463  2.925e-07   43   10.9370   7.071e-01 
 1.251111  O2aX00SR1121d  1616     a   0  21   8537.463  3.312e-05   43   10.9370   8.006e+01 
 1.251130  OQaX00SR1122d  1618     a   0  22   8561.983  3.427e-05   45    5.2353   2.896e-01 
 1.251201  O2aX00TS1114q  1616     a   0  14   8181.032  8.958e-08   29   13.5932   2.080e+00 
 1.251446  O2aX00SS1221q  1616     a   0  21   8537.463  5.249e-10   43   10.9370   1.269e-03 
 1.251844  OQaX00SR1121d  1618     a   0  21   8503.255  3.438e-05   43    5.6729   4.300e-01 
 1.252566  OQaX00SR1120d  1618     a   0  20   8447.180  3.447e-05   41    6.0908   6.243e-01 
 1.252644  O2aX00SR1119q  1616     a   0  19   8421.553  2.934e-07   39   11.8007   1.526e+00 
 1.252644  O2aX00SR1119d  1616     a   0  19   8421.553  3.334e-05   39   11.8007   1.734e+02 
 1.252977  O2aX00SS1219q  1616     a   0  19   8421.553  5.265e-10   39   11.8007   2.738e-03 
 1.253244  O2aX11SR1135d  1616     a   1  35  11123.743  3.497e-05   71   -8.3365   5.949e-07 
 1.253295  OQaX00SR1119d  1618     a   0  19   8393.760  3.461e-05   39    6.4889   8.879e-01 
 1.253734  O2aX00TS1112q  1616     a   0  12   8104.569  9.224e-08   25   14.1630   3.264e+00 
 1.254032  OQaX00SR1118d  1618     a   0  18   8342.998  3.475e-05   37    6.8672   1.235e+00 
 1.254099  O2aX00RQ1150d  1616     a   0  50  11465.785  6.111e-05  101  -10.8855   1.156e-07 
 1.254210  O2aX00SR1117q  1616     a   0  17   8316.892  2.948e-07   35   12.5807   3.001e+00 
 1.254210  O2aX00SR1117d  1616     a   0  17   8316.892  3.364e-05   35   12.5807   3.425e+02 
 1.254304  O2aX00RQ1148d  1616     a   0  48  11190.013  6.081e-05   97   -8.8304   8.625e-07 
 1.254478  O2aX00RR1250d  1616     a   0  50  11465.785  6.702e-05  101  -10.8855   1.268e-07 
 1.254520  O2aX11SR1133d  1616     a   1  33  10932.127  3.499e-05   67   -6.9086   2.342e-06 
 1.254541  O2aX00SS1217q  1616     a   0  17   8316.892  5.289e-10   35   12.5807   5.385e-03 
 1.254541  O2aX00RQ1146d  1616     a   0  46  10925.007  6.051e-05   93   -6.8555   5.929e-06 
 1.254680  O2aX00RR1248d  1616     a   0  48  11190.013  6.671e-05   97   -8.8304   9.462e-07 
 1.254777  OQaX00SR1117d  1618     a   0  17   8294.895  3.491e-05   35    7.2257   1.679e+00 
 1.254812  O2aX00RQ1144d  1616     a   0  44  10670.811  6.026e-05   89   -4.9612   3.757e-05 
 1.254915  O2aX00RR1246d  1616     a   0  46  10925.006  6.643e-05   93   -6.8555   6.509e-06 
 1.255115  O2aX00RQ1142d  1616     a   0  42  10427.473  5.996e-05   85   -3.1478   2.189e-04 
 1.255115  O2aX00RQ1142q  1616     a   0  42  10427.473  3.895e-07   85   -3.1478   1.422e-06 
 1.255183  O2aX00RR1244d  1616     a   0  44  10670.811  6.621e-05   89   -4.9612   4.128e-05 
 1.255450  O2aX00RQ1140q  1616     a   0  40  10195.034  3.879e-07   81   -1.4156   7.628e-06 
 1.255450  O2aX00RQ1140d  1616     a   0  40  10195.034  5.970e-05   81   -1.4156   1.174e-03 
 1.255483  O2aX00RR1242d  1616     a   0  42  10427.473  6.596e-05   85   -3.1478   2.408e-04 
 1.255529  OQaX00SR1116d  1618     a   0  16   8249.454  3.511e-05   33    7.5643   2.234e+00 
 1.255809  O2aX00SR1115q  1616     a   0  15   8223.498  2.969e-07   31   13.2767   5.370e+00 
 1.255809  O2aX00SR1115d  1616     a   0  15   8223.498  3.407e-05   31   13.2767   6.162e+02 
 1.255816  O2aX00RR1240d  1616     a   0  40  10195.034  6.576e-05   81   -1.4156   1.293e-03 
 1.255817  O2aX00RQ1138q  1616     a   0  38   9973.535  3.864e-07   77    0.2351   3.764e-05 
 1.255817  O2aX00RQ1138d  1616     a   0  38   9973.535  5.946e-05   77    0.2351   5.792e-03 
 1.255834  O2aX11SR1131d  1616     a   1  31  10751.441  3.503e-05   63   -5.5621   8.476e-06 
 1.255914  O2aX00RS1338q  1616     a   0  38   9973.535  6.330e-08   77    0.2351   6.166e-06 
 1.256101  OQaX00RQ1139d  1618     a   0  39   9963.517  6.096e-05   79   -5.2092   2.632e-05 
 1.256137  O2aX00SS1215q  1616     a   0  15   8223.498  5.327e-10   31   13.2767   9.635e-03 
 1.256180  O2aX00RR1238d  1616     a   0  38   9973.535  6.558e-05   77    0.2351   6.388e-03 
 1.256215  O2aX00RQ1136q  1616     a   0  36   9763.014  3.850e-07   73    1.8039   1.707e-04 
 1.256215  O2aX00RQ1136d  1616     a   0  36   9763.014  5.921e-05   73    1.8039   2.625e-02 
 1.256280  OQaX00RQ1138d  1618     a   0  38   9860.145  6.092e-05   77   -4.4389   5.539e-05 
 1.256288  OQaX00SR1115d  1618     a   0  15   8206.676  3.533e-05   31    7.8831   2.905e+00 
 1.256306  O2aX00TS1110q  1616     a   0  10   8039.411  9.619e-08   21   14.6485   4.647e+00 
 1.256307  O2aX00RS1336q  1616     a   0  36   9763.014  6.332e-08   73    1.8039   2.807e-05 
 1.256463  OQaX00RR1239d  1618     a   0  39   9963.517  6.532e-05   79   -5.2092   2.820e-05 
 1.256466  OQaX00RQ1137d  1618     a   0  37   9759.370  6.090e-05   75   -3.6879   1.143e-04 
 1.256575  O2aX00RR1236d  1616     a   0  36   9763.014  6.547e-05   73    1.8039   2.903e-02 
 1.256640  OQaX00RR1238d  1618     a   0  38   9860.145  6.540e-05   77   -4.4389   5.947e-05 
 1.256643  O2aX00RQ1134q  1616     a   0  34   9563.510  3.836e-07   69    3.2906   7.109e-04 
 1.256643  O2aX00RQ1134d  1616     a   0  34   9563.510  5.899e-05   69    3.2906   1.093e-01 
 1.256658  OQaX00RQ1136d  1618     a   0  36   9661.197  6.084e-05   73   -2.9563   2.310e-04 
 1.256730  O2aX00RS1334q  1616     a   0  34   9563.510  6.334e-08   69    3.2906   1.174e-04 
 1.256825  OQaX00RR1237d  1618     a   0  37   9759.370  6.548e-05   75   -3.6879   1.229e-04 
 1.256859  OQaX00RQ1135d  1618     a   0  35   9565.629  6.080e-05   71   -2.2441   4.577e-04 
 1.257001  O2aX00RR1234d  1616     a   0  34   9563.510  6.537e-05   69    3.2906   1.212e-01 
 1.257017  OQaX00RR1236d  1618     a   0  36   9661.197  6.555e-05   73   -2.9563   2.489e-04 
 1.257055  OQaX00SR1114d  1618     a   0  14   8166.563  3.561e-05   29    8.1820   3.693e+00 
 1.257066  OQaX00RQ1134d  1618     a   0  34   9472.670  6.075e-05   69   -1.5514   8.885e-04 
 1.257102  O2aX00RQ1132q  1616     a   0  32   9375.056  3.823e-07   65    4.6950   2.719e-03 
 1.257102  O2aX00RQ1132d  1616     a   0  32   9375.056  5.877e-05   65    4.6950   4.179e-01 
 1.257183  O2aX00RS1332q  1616     a   0  32   9375.056  6.343e-08   65    4.6950   4.511e-04 
 1.257183  O2aX11SR1129d  1616     a   1  29  10581.716  3.508e-05   59   -4.2972   2.816e-05 
 1.257215  OQaX00RR1235d  1618     a   0  35   9565.629  6.565e-05   71   -2.2441   4.942e-04 
 1.257280  OQaX00RQ1133d  1618     a   0  33   9382.325  6.070e-05   67   -0.8781   1.690e-03 
 1.257421  OQaX00RR1234d  1618     a   0  34   9472.670  6.576e-05   69   -1.5514   9.618e-04 
 1.257439  O2aX00SR1113q  1616     a   0  13   8141.388  2.999e-07   27   13.8886   8.711e+00 
 1.257439  O2aX00SR1113d  1616     a   0  13   8141.388  3.466e-05   27   13.8886   1.007e+03 
 1.257457  O2aX00RR1232d  1616     a   0  32   9375.056  6.534e-05   65    4.6950   4.646e-01 
 1.257501  OQaX00RQ1132d  1618     a   0  32   9294.596  6.064e-05   65   -0.2243   3.150e-03 
 1.257590  O2aX00RQ1130q  1616     a   0  30   9197.686  3.812e-07   61    6.0168   9.540e-03 
 1.257590  O2aX00RQ1130d  1616     a   0  30   9197.686  5.855e-05   61    6.0168   1.465e+00 
 1.257634  OQaX00RR1233d  1618     a   0  33   9382.325  6.586e-05   67   -0.8781   1.834e-03 
 1.257666  O2aX00RS1330q  1616     a   0  30   9197.686  6.355e-08   61    6.0168   1.590e-03 
 1.257730  OQaX00RQ1131d  1618     a   0  31   9209.488  6.059e-05   63    0.4099   5.751e-03 
 1.257765  O2aX00SS1213q  1616     a   0  13   8141.388  5.382e-10   27   13.8886   1.563e-02 
 1.257829  OQaX00SR1113d  1618     a   0  13   8129.118  3.592e-05   27    8.4611   4.585e+00 
 1.257855  OQaX00RR1232d  1618     a   0  32   9294.596  6.599e-05   65   -0.2243   3.427e-03 
 1.257943  O2aX00RR1230d  1616     a   0  30   9197.686  6.536e-05   61    6.0168   1.636e+00 
 1.257965  OQaX00RQ1130d  1618     a   0  30   9127.004  6.054e-05   61    1.0246   1.029e-02 
 1.258082  OQaX00RR1231d  1618     a   0  31   9209.488  6.608e-05   63    0.4099   6.272e-03 
 1.258109  O2aX00RQ1128q  1616     a   0  28   9031.431  3.800e-07   57    7.2558   3.068e-02 
 1.258109  O2aX00RQ1128d  1616     a   0  28   9031.431  5.832e-05   57    7.2558   4.708e+00 
 1.258179  O2aX00RS1328q  1616     a   0  28   9031.431  6.370e-08   57    7.2558   5.142e-03 
 1.258207  OQaX00RQ1129d  1618     a   0  29   9047.148  6.047e-05   59    1.6197   1.802e-02 
 1.258316  OQaX00RR1230d  1618     a   0  30   9127.005  6.623e-05   61    1.0246   1.126e-02 
 1.258456  OQaX00RQ1128d  1618     a   0  28   8969.922  6.042e-05   57    2.1952   3.093e-02 
 1.258459  O2aX00RR1228q  1616     a   0  28   9031.431  4.086e-10   57    7.2558   3.299e-05 
 1.258459  O2aX00RR1228d  1616     a   0  28   9031.431  6.542e-05   57    7.2558   5.281e+00 
 1.258557  OQaX00RR1229d  1618     a   0  29   9047.148  6.636e-05   59    1.6197   1.978e-02 
 1.258568  O2aX11SR1127d  1616     a   1  27  10422.983  3.517e-05   55   -3.1143   8.590e-05 
 1.258611  OQaX00SR1112d  1618     a   0  12   8094.340  3.629e-05   25    8.7202   5.557e+00 
 1.258656  O2aX00RQ1126q  1616     a   0  26   8876.319  3.790e-07   53    8.4117   9.038e-02 
 1.258656  O2aX00RQ1126d  1616     a   0  26   8876.319  5.814e-05   53    8.4117   1.387e+01 
 1.258712  OQaX00RQ1127d  1618     a   0  27   8895.330  6.035e-05   55    2.7511   5.198e-02 
 1.258721  O2aX00RS1326q  1616     a   0  26   8876.319  6.392e-08   53    8.4117   1.524e-02 
 1.258805  OQaX00RR1228d  1618     a   0  28   8969.922  6.652e-05   57    2.1952   3.406e-02 
 1.258916  O2aX00TS1108q  1616     a   0   8   7985.569  1.026e-07   17   15.0498   5.993e+00 
 1.258975  OQaX00RQ1126d  1618     a   0  26   8823.376  6.028e-05   53    3.2873   8.553e-02 
 1.259004  O2aX00RR1226q  1616     a   0  26   8876.318  4.032e-10   53    8.4117   9.615e-05 
 1.259004  O2aX00RR1226d  1616     a   0  26   8876.318  6.558e-05   53    8.4117   1.564e+01 
 1.259060  OQaX00RR1227d  1618     a   0  27   8895.331  6.668e-05   55    2.7511   5.743e-02 
 1.259100  O2aX00SR1111q  1616     a   0  11   8070.577  3.045e-07   23   14.4163   1.277e+01 
 1.259100  O2aX00SR1111d  1616     a   0  11   8070.577  3.551e-05   23   14.4163   1.489e+03 
 1.259233  O2aX00RQ1124q  1616     a   0  24   8732.377  3.780e-07   49    9.4844   2.436e-01 
 1.259233  O2aX00RQ1124d  1616     a   0  24   8732.377  5.794e-05   49    9.4844   3.734e+01 
 1.259245  OQaX00RQ1125d  1618     a   0  25   8754.061  6.020e-05   51    3.8039   1.378e-01 
 1.259291  O2aX00RS1324q  1616     a   0  24   8732.377  6.421e-08   49    9.4844   4.138e-02 
 1.259321  OQaX00RR1226d  1618     a   0  26   8823.376  6.687e-05   53    3.2873   9.488e-02 
 1.259400  OQaX00SR1111d  1618     a   0  11   8062.232  3.675e-05   23    8.9595   6.577e+00 
 1.259424  O2aX00SS1211q  1616     a   0  11   8070.577  5.463e-10   23   14.4163   2.291e-02 
 1.259521  OQaX00RQ1124d  1618     a   0  24   8687.388  6.014e-05   49    4.3007   2.173e-01 
 1.259578  O2aX00RR1224q  1616     a   0  24   8732.377  3.969e-10   49    9.4844   2.558e-04 
 1.259578  O2aX00RR1224d  1616     a   0  24   8732.377  6.580e-05   49    9.4844   4.241e+01 
 1.259590  OQaX00RR1225d  1618     a   0  25   8754.061  6.705e-05   51    3.8039   1.534e-01 
 1.259804  OQaX00RQ1123d  1618     a   0  23   8623.362  6.005e-05   47    4.7779   3.354e-01 
 1.259838  O2aX00RQ1122q  1616     a   0  22   8599.631  3.771e-07   45   10.4737   6.002e-01 
 1.259838  O2aX00RQ1122d  1616     a   0  22   8599.631  5.776e-05   45   10.4737   9.194e+01 
 1.259865  OQaX00RR1224d  1618     a   0  24   8687.388  6.730e-05   49    4.3007   2.432e-01 
 1.259891  O2aX00RS1322q  1616     a   0  22   8599.631  6.460e-08   45   10.4737   1.028e-01 
 1.259989  O2aX11SR1125d  1616     a   1  25  10275.270  3.526e-05   51   -2.0135   2.401e-04 
 1.260094  OQaX00RQ1122d  1618     a   0  22   8561.983  5.998e-05   45    5.2353   5.068e-01 
 1.260147  OQaX00RR1223d  1618     a   0  23   8623.362  6.753e-05   47    4.7779   3.772e-01 
 1.260181  O2aX00RR1222d  1616     a   0  22   8599.631  6.613e-05   45   10.4737   1.053e+02 
 1.260181  O2aX00RR1222q  1616     a   0  22   8599.631  3.897e-10   45   10.4737   6.203e-04 
 1.260196  OQaX00SR1110d  1618     a   0  10   8032.796  3.730e-05   21    9.1789   7.590e+00 
 1.260391  OQaX00RQ1121d  1618     a   0  21   8503.255  5.987e-05   43    5.6729   7.488e-01 
 1.260435  OQaX00RR1222d  1618     a   0  22   8561.983  6.778e-05   45    5.2353   5.727e-01 
 1.260472  O2aX00RQ1120q  1616     a   0  20   8478.103  3.761e-07   41   11.3793   1.349e+00 
 1.260472  O2aX00RQ1120d  1616     a   0  20   8478.103  5.753e-05   41   11.3793   2.064e+02 
 1.260519  O2aX00RS1320q  1616     a   0  20   8478.103  6.512e-08   41   11.3793   2.336e-01 
 1.260694  OQaX00RQ1120d  1618     a   0  20   8447.180  5.978e-05   41    6.0908   1.083e+00 
 1.260731  OQaX00RR1221d  1618     a   0  21   8503.255  6.807e-05   43    5.6729   8.514e-01 
 1.260794  O2aX00SR1109q  1616     a   0   9   8011.075  3.113e-07   19   14.8597   1.680e+01 
 1.260794  O2aX00SR1109d  1616     a   0   9   8011.075  3.677e-05   19   14.8597   1.985e+03 
 1.260812  O2aX00RR1220q  1616     a   0  20   8478.103  3.809e-10   41   11.3793   1.366e-03 
 1.260812  O2aX00RR1220d  1616     a   0  20   8478.103  6.660e-05   41   11.3793   2.389e+02 
 1.261000  OQaX00SR1109d  1618     a   0   9   8006.031  3.799e-05   19    9.3783   8.538e+00 
 1.261003  OQaX00RQ1119d  1618     a   0  19   8393.760  5.966e-05   39    6.4889   1.531e+00 
 1.261033  OQaX00RR1220d  1618     a   0  20   8447.180  6.839e-05   41    6.0908   1.239e+00 
 1.261114  O2aX00SS1209q  1616     a   0   9   8011.075  5.577e-10   19   14.8597   3.011e-02 
 1.261134  O2aX00RQ1118q  1616     a   0  18   8367.815  3.753e-07   37   12.2012   2.764e+00 
 1.261134  O2aX00RQ1118d  1616     a   0  18   8367.815  5.731e-05   37   12.2012   4.220e+02 
 1.261175  O2aX00RS1318q  1616     a   0  18   8367.815  6.578e-08   37   12.2012   4.844e-01 
 1.261320  OQaX00RQ1118d  1618     a   0  18   8342.998  5.954e-05   37    6.8672   2.115e+00 
 1.261341  OQaX00RR1219d  1618     a   0  19   8393.760  6.876e-05   39    6.4889   1.764e+00 
 1.261445  O2aX11SR1123d  1616     a   1  23  10138.602  3.539e-05   47   -0.9951   6.149e-04 
 1.261471  O2aX00RR1218d  1616     a   0  18   8367.815  6.722e-05   37   12.2012   4.950e+02 
 1.261471  O2aX00RR1218q  1616     a   0  18   8367.815  3.704e-10   37   12.2012   2.728e-03 
 1.261565  O2aX00TS1106q  1616     a   0   6   7943.051  1.142e-07   13   15.3666   7.003e+00 
 1.261643  OQaX00RQ1117d  1618     a   0  17   8294.895  5.942e-05   35    7.2257   2.858e+00 
 1.261656  OQaX00RR1218d  1618     a   0  18   8342.998  6.916e-05   37    6.8672   2.457e+00 
 1.261812  OQaX00SR1108d  1618     a   0   8   7981.940  3.887e-05   17    9.5579   9.354e+00 
 1.261824  O2aX00RQ1116q  1616     a   0  16   8268.785  3.745e-07   33   12.9392   5.145e+00 
 1.261824  O2aX00RQ1116d  1616     a   0  16   8268.785  5.706e-05   33   12.9392   7.839e+02 
 1.261859  O2aX00RS1316q  1616     a   0  16   8268.785  6.670e-08   33   12.9392   9.163e-01 
 1.261972  OQaX00RQ1116d  1618     a   0  16   8249.454  5.927e-05   33    7.5643   3.771e+00 
 1.261978  OQaX00RR1217d  1618     a   0  17   8294.895  6.962e-05   35    7.2257   3.349e+00 
 1.262158  O2aX00RR1216q  1616     a   0  16   8268.785  3.574e-10   33   12.9392   4.910e-03 
 1.262158  O2aX00RR1216d  1616     a   0  16   8268.785  6.807e-05   33   12.9392   9.352e+02 
 1.262306  OQaX00RR1216d  1618     a   0  16   8249.454  7.013e-05   33    7.5643   4.462e+00 
 1.262308  OQaX00RQ1115d  1618     a   0  15   8206.676  5.911e-05   31    7.8831   4.860e+00 
 1.262519  O2aX00SR1107d  1616     a   0   7   7962.894  3.881e-05   15   15.2188   2.368e+03 
 1.262519  O2aX00SR1107q  1616     a   0   7   7962.894  3.223e-07   15   15.2188   1.967e+01 
 1.262542  O2aX00RQ1114q  1616     a   0  14   8181.032  3.735e-07   29   13.5932   8.672e+00 
 1.262542  O2aX00RQ1114d  1616     a   0  14   8181.032  5.677e-05   29   13.5932   1.318e+03 
 1.262571  O2aX00RS1314q  1616     a   0  14   8181.032  6.794e-08   29   13.5932   1.577e+00 
 1.262631  OQaX00SR1107d  1618     a   0   7   7960.523  4.000e-05   15    9.7175   9.963e+00 
 1.262641  OQaX00RR1215d  1618     a   0  15   8206.676  7.071e-05   31    7.8831   5.813e+00 
 1.262651  OQaX00RQ1114d  1618     a   0  14   8166.563  5.894e-05   29    8.1820   6.112e+00 
 1.262836  O2aX00SS1207q  1616     a   0   7   7962.894  5.737e-10   15   15.2188   3.501e-02 
 1.262874  O2aX00RR1214q  1616     a   0  14   8181.032  3.408e-10   29   13.5932   7.913e-03 
 1.262874  O2aX00RR1214d  1616     a   0  14   8181.032  6.924e-05   29   13.5932   1.608e+03 
 1.262936  O2aX11SR1121d  1616     a   1  21  10013.004  3.558e-05   43   -0.0591   1.442e-03 
 1.262982  OQaX00RR1214d  1618     a   0  14   8166.563  7.141e-05   29    8.1820   7.406e+00 
 1.263000  OQaX00RQ1113d  1618     a   0  13   8129.118  5.872e-05   27    8.4611   7.494e+00 
 1.263287  O2aX00RQ1112d  1616     a   0  12   8104.569  5.640e-05   25   14.1630   1.996e+03 
 1.263287  O2aX00RQ1112q  1616     a   0  12   8104.569  3.724e-07   25   14.1630   1.318e+01 
 1.263310  O2aX00RS1312q  1616     a   0  12   8104.569  6.969e-08   25   14.1630   2.466e+00 
 1.263330  OQaX00RR1213d  1618     a   0  13   8129.118  7.224e-05   27    8.4611   9.220e+00 
 1.263355  OQaX00RQ1112d  1618     a   0  12   8094.340  5.848e-05   25    8.7202   8.956e+00 
 1.263457  OQaX00SR1106d  1618     a   0   6   7941.781  4.152e-05   13    9.8571   1.031e+01 
 1.263616  O2aX00RR1212q  1616     a   0  12   8104.569  3.187e-10   25   14.1630   1.128e-02 
 1.263616  O2aX00RR1212d  1616     a   0  12   8104.569  7.089e-05   25   14.1630   2.509e+03 
 1.263684  OQaX00RR1212d  1618     a   0  12   8094.340  7.320e-05   25    8.7202   1.121e+01 
 1.263718  OQaX00RQ1111d  1618     a   0  11   8062.232  5.819e-05   23    8.9595   1.041e+01 
 1.264045  OQaX00RR1211d  1618     a   0  11   8062.232  7.434e-05   23    8.9595   1.330e+01 
 1.264061  O2aX00RQ1110q  1616     a   0  10   8039.411  3.709e-07   21   14.6485   1.792e+01 
 1.264061  O2aX00RQ1110d  1616     a   0  10   8039.411  5.587e-05   21   14.6485   2.699e+03 
 1.264076  O2aX00RS1310q  1616     a   0  10   8039.411  7.227e-08   21   14.6485   3.491e+00 
 1.264086  OQaX00RQ1110d  1618     a   0  10   8032.796  5.786e-05   21    9.1789   1.177e+01 
 1.264257  O2aX00TS1104q  1616     a   0   4   7911.865  1.414e-07    9   15.5990   7.573e+00 
 1.264278  O2aX00SR1105q  1616     a   0   5   7926.041  3.420e-07   11   15.4934   2.014e+01 
 1.264278  O2aX00SR1105d  1616     a   0   5   7926.041  4.252e-05   11   15.4934   2.504e+03 
 1.264291  OQaX00SR1105d  1618     a   0   5   7925.716  4.364e-05   11    9.9769   1.033e+01 
 1.264387  O2aX00RR1210q  1616     a   0  10   8039.411  2.880e-10   21   14.6485   1.391e-02 
 1.264387  O2aX00RR1210d  1616     a   0  10   8039.411  7.328e-05   21   14.6485   3.540e+03 
 1.264412  OQaX00RR1210d  1618     a   0  10   8032.796  7.571e-05   21    9.1789   1.541e+01 
 1.264461  O2aX11SR1119d  1616     a   1  19   9898.498  3.582e-05   39    0.7942   3.091e-03 
 1.264461  OQaX00RQ1109d  1618     a   0   9   8006.031  5.744e-05   19    9.3783   1.291e+01 
 1.264590  O2aX00SS1205q  1616     a   0   5   7926.041  5.911e-10   11   15.4934   3.481e-02 
 1.264786  OQaX00RR1209d  1618     a   0   9   8006.031  7.738e-05   19    9.3783   1.739e+01 
 1.264843  OQaX00RQ1108d  1618     a   0   8   7981.940  5.691e-05   17    9.5579   1.370e+01 
 1.264861  O2aX00RQ1108q  1616     a   0   8   7985.569  3.685e-07   17   15.0498   2.152e+01 
 1.264861  O2aX00RQ1108d  1616     a   0   8   7985.569  5.505e-05   17   15.0498   3.215e+03 
 1.264868  O2aX00RS1308q  1616     a   0   8   7985.569  7.631e-08   17   15.0498   4.457e+00 
 1.265134  OQaX00SR1104d  1618     a   0   4   7912.327  4.679e-05    9   10.0766   1.001e+01 
 1.265165  OQaX00RR1208d  1618     a   0   8   7981.940  7.953e-05   17    9.5579   1.914e+01 
 1.265184  O2aX00RR1208q  1616     a   0   8   7985.569  2.426e-10   17   15.0498   1.417e-02 
 1.265184  O2aX00RR1208d  1616     a   0   8   7985.569  7.700e-05   17   15.0498   4.498e+03 
 1.265231  OQaX00RQ1107d  1618     a   0   7   7960.523  5.618e-05   15    9.7175   1.399e+01 
 1.265552  OQaX00RR1207d  1618     a   0   7   7960.523  8.237e-05   15    9.7175   2.052e+01 
 1.265625  OQaX00RQ1106d  1618     a   0   6   7941.781  5.513e-05   13    9.8571   1.368e+01 
 1.265686  O2aX00RS1306q  1616     a   0   6   7943.051  8.333e-08   13   15.3666   5.110e+00 
 1.265690  O2aX00RQ1106q  1616     a   0   6   7943.051  3.639e-07   13   15.3666   2.231e+01 
 1.265690  O2aX00RQ1106d  1616     a   0   6   7943.051  5.351e-05   13   15.3666   3.281e+03 
 1.265944  OQaX00RR1206d  1618     a   0   6   7941.781  8.613e-05   13    9.8571   2.138e+01 
 1.265986  OQaX00SR1103d  1618     a   0   3   7901.615  5.182e-05    7   10.1565   9.343e+00 
 1.266009  O2aX00RR1206q  1616     a   0   6   7943.051  1.702e-10   13   15.3666   1.044e-02 
 1.266009  O2aX00RR1206d  1616     a   0   6   7943.051  8.339e-05   13   15.3666   5.113e+03 
 1.266021  O2aX11SR1117d  1616     a   1  17   9795.105  3.616e-05   35    1.5648   6.051e-03 
