output_row,stack_row,exposure,status,elapsed_seconds,r2,rms_residual_scaled,closure_max_abs,skyline_fraction,weight_min,weight_median,weight_max
99,6457,39266,Solved,5.554915083019296,0.9389081852145265,1.6544133951355522,0.0,0.6088218692040964,0.0006004623886080961,0.00677103392475528,13.54206784951056
100,6458,39265,Solved,5.679041249997681,0.9378276329819584,1.6336719174804215,0.0,0.6088218692040964,0.0,0.006793159171378371,13.586318342756742
101,6472,20012,Solved,5.563143707986455,0.9383032866750304,1.8084299792031082,0.0,0.6088218692040964,0.0006009052247573809,0.006765410362468543,13.530820724937087
102,6532,41934,Solved,5.810275416995864,0.9359154182976577,1.273707129123996,0.0,0.608660591887751,0.0,0.006733166961146708,13.466333922293416
103,6574,22150,Solved,5.807931624993216,0.9549046303811829,0.6784720791314166,0.0,0.6087412305459237,0.0,0.00673234507463849,13.46469014927698
104,6708,37521,Solved,5.619186500000069,0.9558651733285977,1.2472812996566773,0.0,0.6088218692040964,0.0005991590784292301,0.006746932360703537,13.493864721407075
105,6709,37522,Solved,5.622260832984466,0.955896108882916,1.1805450363244907,0.0,0.6088218692040964,0.0005987117293303141,0.0067627689198333325,13.525537839666665
106,6712,37523,Solved,5.584223165991716,0.9586599471490341,1.0707636896085924,0.0,0.6088218692040964,0.0,0.006719035123071399,13.438070246142798
107,6719,37524,Solved,5.643242207996082,0.9626286142622449,0.9692442951863371,0.0,0.6088218692040964,0.000599345160691957,0.006736521929379537,13.473043858759075
108,6722,37525,Solved,5.463577415997861,0.9681812763929454,0.8431152724495734,0.0,0.6088218692040964,0.0005993313925662884,0.006742213533587474,13.484427067174947
109,6725,37526,Solved,5.521198292000918,0.967943816611327,0.8383471902081553,0.0,0.6088218692040964,0.0,0.0067188441723401065,13.437688344680213
110,6727,37534,Solved,5.476253750006435,0.9525653644383022,1.3018446105560506,0.0,0.6088218692040964,0.000599707116635107,0.00674716144685341,13.49432289370682
111,6733,41931,Solved,5.785006124991924,0.9289489839337886,2.2774629250043823,0.0,0.608660591887751,0.0,0.006746130573093197,13.492261146186395
112,6737,37530,Solved,5.385742625017883,0.9542761224719888,1.0595255958783387,0.0,0.6088218692040964,0.0,0.006726341119550724,13.452682239101447
113,6738,37529,Solved,5.481622207997134,0.9590134374181007,0.9605914023769253,0.0,0.6088218692040964,0.0006003406433783247,0.006719798735102612,13.439597470205225
114,6739,34612,Solved,5.582950667012483,0.9518225357508225,0.8145037743568143,0.0,0.6087412305459237,0.0006005395566974702,0.006724900934167254,13.449801868334507
